Project ID,2010 Census Tract,"Metro/Non-Metro, 2010 Census",Origination Year,Community Development Entity (CDE) Name,Project QLICI Amount,Estimated Total Project Cost,City,Standard_City,State,Standard_State,Zip Code,Purpose of Investment,QALICB Type,Multi-CDE,Multi-Tract Project
MO0006,29019000500,Metropolitan,2008,National Trust Community Investment Corporation,"$1,644,807.00 ","$10,726,508.00 ",Columbia,Columbia,MO,Missouri,65201,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0007,29055450302,Non-Metropolitan,2008,"Advantage Capital Community Development Fund, LLC","$6,250,000.00 ","$18,581,951.00 ",Cuba,Cuba,MO,Missouri,65453,Business Financing,NRE,NO,NO
MO0008,29189212001,Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$2,700,000.00 ","$2,700,000.00 ",Jennings,Saint Louis,MO,Missouri,63136,Business Financing,NRE,NO,NO
MO0010,29095015900,Metropolitan,2009,Central Bank of Kansas City,"$2,806,276.00 ","$2,806,276.00 ",Kansas City,Kansas City,MO,Missouri,64106,Business Financing,NRE,NO,NO
MO0011,29095015400,Metropolitan,2009,Central Bank of Kansas City,"$1,090,000.00 ","$1,090,000.00 ",Kansas City,Kansas City,MO,Missouri,64127,Business Financing,NRE,NO,NO
MO0012,29095013405,Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$2,050,000.00 ","$8,200,000.00 ",Kansas City,Kansas City,MO,Missouri,64145,Business Financing,NRE,NO,NO
MO0013,29095016100,Metropolitan,2010,AltCap,"$5,880,000.00 ","$5,930,000.00 ",Kansas City,Kansas City,MO,Missouri,64127,Business Financing,NRE,NO,NO
MO0014,29095015200,Metropolitan,2009,Central Bank of Kansas City,"$2,660,000.00 ","$2,660,000.00 ",Kansas City,Kansas City,MO,Missouri,64101,Business Financing,NRE,NO,NO
MO0015,29095015800,Metropolitan,2009,Central Bank of Kansas City,"$10,670,000.00 ","$16,572,885.00 ",Kansas City,Kansas City,MO,Missouri,64108,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0016,29095004300,Metropolitan,2010,Multi-CDE Project,"$14,700,000.00 ","$14,750,000.00 ",Kansas City,Kansas City,MO,Missouri,64108,Business Financing,NRE,YES,NO
MO0020,29095003400,Metropolitan,2010,AltCap,"$4,900,000.00 ","$9,445,444.00 ",Kansas City,Kansas City,MO,Missouri,64127,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0021,29095005100,Metropolitan,2010,AltCap,"$4,900,000.00 ","$6,189,941.00 ",Kansas City,Kansas City,MO,Missouri,64111,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0022,29095016700,Metropolitan,2009,Central Bank of Kansas City,"$900,000.00 ","$900,000.00 ",Kansas City,Kansas City,MO,Missouri,64111,Business Financing,NRE,NO,NO
MO0023,29095007802,Metropolitan,2006,Commercial Federal Community Development Corporation,"$6,000,000.00 ","$6,000,000.00 ",KANSAS CITY,Kansas City,MO,Missouri,64130,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MO0024,29095007600,Metropolitan,2007,"BMO Harris New Markets Fund, LLC","$837,561.72 ","$837,561.72 ",kansas city,Kansas City,MO,Missouri,64130,Real Estate – Construction–Housing-Single Family,NRE,NO,NO
MO0029,29095002000,Metropolitan,2006,Multi-CDE Project,"$16,990,000.00 ","$16,990,000.00 ",Kansas City,Kansas City,MO,Missouri,64126,Business Financing,NRE,YES,NO
MO0030,29147470400,Non-Metropolitan,2008,"Advantage Capital Community Development Fund, LLC","$18,030,675.86 ","$18,030,675.86 ",Maryville,Maryville,MO,Missouri,64468,Business Financing,NRE,NO,NO
MO0031,29147470400,Non-Metropolitan,2011,"Midwest Renewable Capital, LLC","$12,610,000.00 ","$13,000,000.00 ",Maryville,Maryville,MO,Missouri,64468,Business Financing,NRE,NO,NO
MO0032,29007950700,Non-Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$12,650,000.00 ","$18,023,000.00 ",Mexico,Mexico,MO,Missouri,65265,Business Financing,NRE,NO,NO
MO0033,29175490300,Non-Metropolitan,2011,Multi-CDE Project,"$23,816,000.00 ","$30,266,000.00 ",MOBERLY,Moberly,MO,Missouri,65270,Business Financing,NRE,YES,NO
MO0034,29047022100,Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$1,159,857.00 ","$1,286,057.00 ",North Kansas City,Kansas City,MO,Missouri,64116,Business Financing,NRE,NO,NO
MO0035,29161890700,Non-Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$2,489,550.89 ","$2,791,967.88 ",Rolla,Rolla,MO,Missouri,65401,Business Financing,NRE,NO,NO
MO0036,29510127400,Metropolitan,2010,"National New Markets Tax Credit Fund, Inc","$18,000,000.00 ","$18,356,845.00 ",Saint Louis,Saint Louis,MO,Missouri,63103,Business Financing,NRE,NO,NO
MO0037,29510126600,Metropolitan,2007,Multi-CDE Project,"$16,462,500.00 ","$20,137,843.00 ",St Louis,Saint Louis,MO,Missouri,63106,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MO0038,29510125600,Metropolitan,2010,Multi-CDE Project,"$61,435,508.00 ","$61,435,508.00 ",St. Louis,Saint Louis,MO,Missouri,63101,Real Estate–Rehabilitation–Commercial,RE,YES,YES
MO0039,29510125600,Metropolitan,2006,Multi-CDE Project,"$10,850,000.00 ","$19,000,000.00 ",St. Louis,Saint Louis,MO,Missouri,63102,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MO0040,29510125600,Metropolitan,2007,St. Louis Development Corporation,"$6,110,000.00 ","$8,900,000.00 ",St Louis,Saint Louis,MO,Missouri,63101,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0041,29510125500,Metropolitan,2009,"MBS Urban Initiatives CDE, LLC","$12,740,000.00 ","$15,831,970.00 ",St Louis,Saint Louis,MO,Missouri,63103,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0042,29510125600,Metropolitan,2009,"MBS Urban Initiatives CDE, LLC","$15,983,393.00 ","$16,260,784.00 ",St Louis,Saint Louis,MO,Missouri,63101,Other Financing Purpose,NRE,NO,NO
MO0043,29510113500,Metropolitan,2007,St. Louis Development Corporation,"$7,700,000.00 ","$8,900,000.00 ",St. Louis,Saint Louis,MO,Missouri,63110,Business Financing,NRE,NO,NO
MO0045,29510127400,Metropolitan,2010,St. Louis Development Corporation,"$7,680,000.00 ","$7,680,000.00 ",St. Louis,Saint Louis,MO,Missouri,63104,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0047,29510118400,Metropolitan,2007,"National City New Market Fund, Inc.","$10,560,000.00 ","$10,560,000.00 ",St. Louis,Saint Louis,MO,Missouri,63103,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MO0049,29510121200,Metropolitan,2008,"MBS Urban Initiatives CDE, LLC","$3,430,000.00 ","$3,436,160.00 ",St Louis,Saint Louis,MO,Missouri,63106,Business Financing,NRE,NO,NO
MO0050,29510125600,Metropolitan,2010,St. Louis Development Corporation,"$4,800,000.00 ","$5,780,000.00 ",St Louis,Saint Louis,MO,Missouri,63101,Business Financing,NRE,NO,NO
MO0051,29510121200,Metropolitan,2008,"MBS Urban Initiatives CDE, LLC","$8,954,517.00 ","$8,954,517.00 ",St Louis,Saint Louis,MO,Missouri,63106,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MO0053,29510105200,Metropolitan,2008,"MBS Urban Initiatives CDE, LLC","$7,766,549.00 ","$7,841,549.00 ",St Louis,Saint Louis,MO,Missouri,63112,Business Financing,NRE,NO,NO
MO0054,29510127400,Metropolitan,2010,Multi-CDE Project,"$22,550,000.00 ","$30,868,549.00 ",St. Louis,Saint Louis,MO,Missouri,63103,Real Estate–Rehabilitation–Commercial,RE,YES,YES
MO0057,29510125600,Metropolitan,2010,Multi-CDE Project,"$54,203,333.00 ","$162,480,824.00 ",St. Louis,Saint Louis,MO,Missouri,63101,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MO0058,29510105198,Metropolitan,2008,St. Louis Development Corporation,"$8,460,000.00 ","$8,460,000.00 ",St. Louis,Saint Louis,MO,Missouri,63112,Business Financing,NRE,NO,NO
MO0059,29510119300,Metropolitan,2010,Central Bank of Kansas City,"$9,000,000.00 ","$21,544,285.00 ",St. Louis,Saint Louis,MO,Missouri,63103,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0060,29510125600,Metropolitan,2010,Nonprofit Finance Fund,"$10,726,100.00 ","$10,946,100.00 ",St Louis,Saint Louis,MO,Missouri,63101,Business Financing,NRE,NO,NO
MO0062,29510125600,Metropolitan,2007,Multi-CDE Project,"$18,538,095.00 ","$28,320,000.00 ",St. Louis,Saint Louis,MO,Missouri,63101,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MO0063,29021003000,Metropolitan,2007,"Consortium America, LLC","$9,765,345.79 ","$27,601,275.00 ",St. Joseph,Saint Joseph,MO,Missouri,64503,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0065,29510118600,Metropolitan,2007,Multi-CDE Project,"$11,460,000.00 ","$49,130,000.00 ",St. Louis,Saint Louis,MO,Missouri,63110,Business Financing,NRE,YES,NO
MO0066,29510101500,Metropolitan,2005,"Consortium America, LLC","$10,936,715.00 ","$38,400,000.00 ",St. Louis,Saint Louis,MO,Missouri,63111,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MO0068,29510127600,Metropolitan,2008,"Advantage Capital Community Development Fund, LLC","$720,500.00 ","$750,000.00 ",St. Louis,Saint Louis,MO,Missouri,63118,Business Financing,NRE,NO,NO
MO0069,29510125500,Metropolitan,2009,"Waveland Community Development, LLC","$20,000,000.00 ","$26,000,000.00 ",St. Louis,Saint Louis,MO,Missouri,63103,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0070,29510125600,Metropolitan,2004,"Advantage Capital Community Development Fund, LLC","$11,839,329.55 ","$12,000,000.00 ",St. Louis,Saint Louis,MO,Missouri,63101,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0072,29510125500,Metropolitan,2005,ESIC New Markets Partners LP,"$24,170,835.00 ","$28,438,384.00 ",St. Louis,Saint Louis,MO,Missouri,63103,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0073,29510125500,Metropolitan,2006,"Stonehenge Community Development, LLC","$7,125,000.00 ","$10,842,657.00 ",St. Louis,Saint Louis,MO,Missouri,63103,Business Financing,NRE,NO,NO
MO0074,29510125500,Metropolitan,2004,"Advantage Capital Community Development Fund, LLC","$8,729,916.50 ","$9,800,000.00 ",St. Louis,Saint Louis,MO,Missouri,63103,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0075,29510125500,Metropolitan,2010,"USBCDE, LLC","$14,855,471.01 ","$53,485,000.00 ",St Louis,Saint Louis,MO,Missouri,63103,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0076,29510125500,Metropolitan,2009,"Brownfield Revitalization, LLC","$6,728,025.00 ","$11,565,148.00 ",St. Louis,Saint Louis,MO,Missouri,63103,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0078,29510125500,Metropolitan,2010,"USBCDE, LLC","$8,316,000.00 ","$8,316,000.00 ",St Louis,Saint Louis,MO,Missouri,63103,Business Financing,NRE,NO,NO
MO0079,29510125500,Metropolitan,2007,"WNC National Community Development Advisors, LLC","$7,841,000.00 ","$7,841,000.00 ",St. Louis,Saint Louis,MO,Missouri,63103,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MO0080,29510127600,Metropolitan,2012,"Advantage Capital Community Development Fund, LLC","$848,750.00 ","$1,317,550.00 ",St. Louis,Saint Louis,MO,Missouri,63104,Business Financing,NRE,NO,NO
MO0081,29510127600,Metropolitan,2008,"Advantage Capital Community Development Fund, LLC","$800,000.00 ","$3,000,000.00 ",St. Louis,Saint Louis,MO,Missouri,63104,Business Financing,NRE,NO,NO
MO0082,29510127400,Metropolitan,2005,"Advantage Capital Community Development Fund, LLC","$1,877,350.00 ","$2,002,000.00 ",St. Louis,Saint Louis,MO,Missouri,63104,Business Financing,NRE,NO,NO
MO0083,29510127500,Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$665,000.00 ","$665,000.00 ",St. Louis,Saint Louis,MO,Missouri,63103,Business Financing,NRE,NO,NO
MO0084,29510127500,Metropolitan,2010,"RBC Community Development, LLC","$9,900,000.00 ","$10,145,286.00 ",ST. LOUIS,Saint Louis,MO,Missouri,63106,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,YES
MO0085,29510126700,Metropolitan,2007,"BMO Harris New Markets Fund, LLC","$589,755.00 ","$1,563,367.00 ",st. louis,Saint Louis,MO,Missouri,63107,Real Estate – Construction–Housing-Single Family,NRE,NO,NO
MO0086,29189214300,Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$2,000,000.00 ","$4,200,000.00 ",St. Louis,Saint Louis,MO,Missouri,63114,Business Financing,NRE,NO,NO
MO0087,29510125600,Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$2,821,428.40 ","$2,864,288.00 ",St. Louis,Saint Louis,MO,Missouri,63101,Business Financing,NRE,NO,NO
MO0090,29510121200,Metropolitan,2011,Central Bank of Kansas City,"$5,880,000.00 ","$5,880,000.00 ",St. Louis,Saint Louis,MO,Missouri,63106,Business Financing,NRE,NO,NO
MO0091,29510125600,Metropolitan,2004,"Advantage Capital Community Development Fund, LLC","$4,949,207.45 ","$15,100,000.00 ",St. Louis,Saint Louis,MO,Missouri,63101,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0092,29510121100,Metropolitan,2005,"Community Development Funding, LLC","$4,761,900.40 ","$7,541,265.00 ",St. Louis,Saint Louis,MO,Missouri,63103,Business Financing,NRE,NO,NO
MO0093,29510116302,Metropolitan,2007,"BMO Harris New Markets Fund, LLC","$1,800,000.00 ","$10,557,776.00 ",st. louis,Saint Louis,mo,Missouri,63116,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0094,29510118600,Metropolitan,2009,Urban Action Community Development LLC,"$10,000,000.00 ","$10,000,000.00 ",St. Louis,Saint Louis,MO,Missouri,63108,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0095,29510118600,Metropolitan,2007,"Advantage Capital Community Development Fund, LLC","$5,710,054.17 ","$106,273,000.00 ",St. Louis,Saint Louis,MO,Missouri,63108,Business Financing,NRE,NO,YES
MO0096,29510118100,Metropolitan,2014,Multi-CDE Project,"$8,736,856.00 ","$22,132,388.00 ",St. Louis,Saint Louis,MO,Missouri,63110,Business Financing,NRE,YES,NO
MO0097,29510125600,Metropolitan,2008,Urban Action Community Development LLC,"$15,000,000.00 ","$22,500,000.00 ",St. Louis,Saint Louis,MO,Missouri,63101,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0098,29510125600,Metropolitan,2007,"Advantage Capital Community Development Fund, LLC","$2,000,000.00 ","$2,000,000.00 ",St. Louis,Saint Louis,MO,Missouri,63101,Business Financing,NRE,NO,NO
MO0099,29510118100,Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$3,600,000.00 ","$3,600,000.00 ",St. Louis,Saint Louis,MO,Missouri,63110,Business Financing,NRE,NO,NO
MO0100,29510126900,Metropolitan,2008,"Advantage Capital Community Development Fund, LLC","$3,000,000.00 ","$32,300,000.00 ",St. Louis,Saint Louis,MO,Missouri,63120,Business Financing,NRE,NO,NO
MO0101,29510109700,Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$4,800,000.00 ","$4,800,000.00 ",St. Louis,Saint Louis,MO,Missouri,63147,Business Financing,NRE,NO,NO
MO0102,29510119102,Metropolitan,2008,"Advantage Capital Community Development Fund, LLC","$5,600,000.00 ","$22,000,000.00 ",St. Louis,Saint Louis,MO,Missouri,63108,Business Financing,NRE,NO,NO
MO0103,29510119300,Metropolitan,2007,Multi-CDE Project,"$11,346,239.87 ","$14,500,000.00 ",St Louis,Saint Louis,MO,Missouri,63103,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MO0105,29510125600,Metropolitan,2008,"USBCDE, LLC","$5,940,000.00 ","$9,306,900.00 ",St Louis,Saint Louis,MO,Missouri,63101,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
MO0107,29510104500,Metropolitan,2008,"Advantage Capital Community Development Fund, LLC","$1,360,000.00 ","$3,960,000.00 ",St. Louis,Saint Louis,MO,Missouri,63110,Business Financing,NRE,NO,NO
MO0110,29510125600,Metropolitan,2010,Multi-CDE Project,"$27,500,000.00 ","$30,868,549.00 ",St. Louis,Saint Louis,MO,Missouri,63101,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MO0113,29510105198,Metropolitan,2008,"Advantage Capital Community Development Fund, LLC","$5,686,900.00 ","$8,300,000.00 ",St. Louis,Saint Louis,MO,Missouri,63112,Business Financing,NRE,NO,NO
MO0114,29189214200,Metropolitan,2009,"USBCDE, LLC","$5,940,000.00 ","$6,317,230.00 ",St Louis,Saint Louis,MO,Missouri,63133,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MO0115,29510125600,Metropolitan,2009,"USBCDE, LLC","$6,930,000.00 ","$7,811,385.00 ",St Louis,Saint Louis,MO,Missouri,63101,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
MO0117,29510112200,Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$2,710,000.00 ","$2,710,000.00 ",St. Louis,Saint Louis,MO,Missouri,63112,Business Financing,NRE,NO,NO
MO0118,29510125600,Metropolitan,2005,"Advantage Capital Community Development Fund, LLC","$15,203,888.47 ","$15,203,888.47 ",St. Louis,Saint Louis,MO,Missouri,63101,Business Financing,NRE,NO,NO
MO0119,29510125600,Metropolitan,2004,Multi-CDE Project,"$34,501,000.00 ","$53,664,200.00 ",St. Louis,Saint Louis,MO,Missouri,63102,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MO0120,29510109600,Metropolitan,2009,ESIC New Markets Partners LP,"$10,560,000.00 ","$10,688,339.00 ",St. Louis,Saint Louis,MO,Missouri,63147,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0121,29510125600,Metropolitan,2007,"Advantage Capital Community Development Fund, LLC","$2,000,000.00 ","$2,200,000.00 ",St. Louis,Saint Louis,MO,Missouri,63102,Business Financing,NRE,NO,NO
MO0123,29510127600,Metropolitan,2006,"Advantage Capital Community Development Fund, LLC","$700,000.00 ","$5,388,368.00 ",St. Louis,Saint Louis,MO,Missouri,63104,Business Financing,NRE,NO,NO
MO0124,29189214602,Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$1,650,000.00 ","$2,520,000.00 ",St. Louis,Saint Louis,MO,Missouri,63132,Business Financing,NRE,NO,NO
MO0125,29510125600,Metropolitan,2007,"USBCDE, LLC","$7,387,726.00 ","$7,925,726.00 ",St Louis,Saint Louis,MO,Missouri,63101,Business Financing,NRE,NO,NO
MO0126,29510119101,Metropolitan,2005,"Banc of America CDE, LLC","$25,640,000.00 ","$38,567,692.00 ",St. Louis,Saint Louis,MO,Missouri,63108,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MO0127,29510125600,Metropolitan,2010,"Morgan Stanley New Markets, Inc.","$21,500,000.00 ","$86,556,920.00 ",St. Louis,Saint Louis,MO,Missouri,63101,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0128,29510125500,Metropolitan,2005,ESIC New Markets Partners LP,"$10,500,000.00 ","$10,500,000.00 ",ST. LOUIS,Saint Louis,MO,Missouri,63103,Business Financing,NRE,NO,NO
MO0130,29095015800,Metropolitan,2011,Central Bank of Kansas City,"$1,066,992.00 ","$1,066,992.00 ",Kansas City,Kansas City,MO,Missouri,64108,Business Financing,NRE,NO,NO
MO0131,29047020500,Metropolitan,2011,AltCap,"$6,860,000.00 ","$7,008,792.00 ",Kansas City,Kansas City,MO,Missouri,64116,Business Financing,NRE,NO,NO
MO0132,29047020500,Metropolitan,2011,Multi-CDE Project,"$15,840,000.00 ","$18,355,812.00 ",Kansas City,Kansas City,MO,Missouri,64117,Business Financing,NRE,YES,NO
MO0133,29510123200,Metropolitan,2011,St. Louis Development Corporation,"$7,680,000.00 ","$13,827,338.00 ",St. Louis,Saint Louis,MO,Missouri,63104,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0134,29510125500,Metropolitan,2010,St. Louis Development Corporation,"$13,440,000.00 ","$114,600,528.00 ",St. Louis,Saint Louis,MO,Missouri,63103,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0135,29510127400,Metropolitan,2011,St. Louis Development Corporation,"$5,760,000.00 ","$6,230,141.00 ",St. Louis,Saint Louis,MO,Missouri,63103,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0136,29510126600,Metropolitan,2011,Central Bank of Kansas City,"$998,761.88 ","$998,761.88 ",St. Louis,Saint Louis,MO,Missouri,63106,Business Financing,NRE,NO,NO
MO0137,29510121100,Metropolitan,2011,Multi-CDE Project,"$13,810,000.00 ","$16,275,561.00 ",St. Louis,Saint Louis,MO,Missouri,63103,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MO0138,29510121100,Metropolitan,2011,Central Bank of Kansas City,"$1,793,069.09 ","$1,793,069.09 ",St. Louis,Saint Louis,MO,Missouri,63103,Business Financing,NRE,NO,NO
MO0139,29510119300,Metropolitan,2011,Central Bank of Kansas City,"$7,840,000.00 ","$8,856,817.00 ",St. Louis,Saint Louis,MO,Missouri,63108,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MO0140,29510119101,Metropolitan,2011,Central Bank of Kansas City,"$1,208,800.16 ","$1,208,800.16 ",St. Louis,Saint Louis,MO,Missouri,63108,Business Financing,NRE,NO,NO
MO0141,29510118600,Metropolitan,2011,Central Bank of Kansas City,"$972,740.96 ","$972,740.96 ",St. Louis,Saint Louis,MO,Missouri,63110,Business Financing,NRE,NO,NO
MO0142,29189212700,Metropolitan,2008,"Advantage Capital Community Development Fund, LLC","$13,214,068.81 ","$17,000,000.00 ",St. Louis,Saint Louis,MO,Missouri,63134,Business Financing,NRE,NO,NO
MO0143,29510104500,Metropolitan,2011,Central Bank of Kansas City,"$1,466,669.42 ","$1,466,669.42 ",St. Louis,Saint Louis,MO,Missouri,63110,Business Financing,NRE,NO,NO
MO0144,29510119300,Metropolitan,2011,National Trust Community Investment Corporation,"$5,010,000.00 ","$21,554,285.00 ",St. Louis,Saint Louis,MO,Missouri,63103,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0145,29189211500,Metropolitan,2011,Central Bank of Kansas City,"$11,760,000.00 ","$12,120,000.00 ",St. Louis,Hazelwood,MO,Missouri,63042,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0146,29510126600,Metropolitan,2011,St. Louis Development Corporation,"$9,600,000.00 ","$9,600,000.00 ","St. Louis,",Saint Louis,MO,Missouri,63107,Business Financing,NRE,NO,NO
MO0147,29095007300,Metropolitan,2011,"Consortium America, LLC","$4,116,000.00 ","$4,674,994.00 ",Kansas City,Kansas City,MO,Missouri,64112,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0148,29019002100,Metropolitan,2012,"Advantage Capital Community Development Fund, LLC","$1,347,285.00 ","$19,550,000.00 ",Columbia,Columbia,MO,Missouri,65201,Business Financing,NRE,NO,NO
MO0149,29189214800,Metropolitan,2012,"Heartland Regional Investment Fund, L.L.C.","$9,650,000.00 ","$15,488,272.00 ",St. Ann,Saint Ann,MO,Missouri,63014,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0150,29095015800,Metropolitan,2012,AltCap,"$10,290,000.00 ","$10,608,000.00 ",Kansas City,Kansas City,MO,Missouri,64108,Business Financing,NRE,NO,NO
MO0151,29095008700,Metropolitan,2012,IFF,"$10,230,000.00 ","$11,491,933.00 ",Kansas City,Kansas City,MO,Missouri,64130,Business Financing,NRE,NO,NO
MO0152,29510123200,Metropolitan,2012,Multi-CDE Project,"$19,056,500.00 ","$19,056,500.00 ",St Louis,Saint Louis,MO,Missouri,63104,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MO0153,29111970100,Non-Metropolitan,2012,Rural Development Partners LLC,"$10,450,000.00 ","$10,957,063.00 ",Canton,Canton,MO,Missouri,63435,Business Financing,NRE,NO,NO
MO0154,29095005300,Metropolitan,2013,Multi-CDE Project,"$11,685,000.00 ","$12,649,093.00 ",Kansas City,Kansas City,MO,Missouri,64109,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
MO0155,29510101400,Metropolitan,2012,"Coastal Enterprises, Inc.","$1,880,000.00 ","$1,880,000.00 ",St. Louis,Saint Louis,MO,Missouri,63111,Business Financing,NRE,NO,YES
MO0156,29510118600,Metropolitan,2012,"Enterprise Financial CDE, LLC","$550,000.00 ","$550,000.00 ",St. Louis,Saint Louis,MO,Missouri,63110,Business Financing,NRE,NO,NO
MO0157,29510118600,Metropolitan,2013,Multi-CDE Project,"$29,700,000.00 ","$59,814,024.00 ",ST LOUIS,Saint Louis,MO,Missouri,63110,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MO0158,29510118100,Metropolitan,2012,St. Louis Development Corporation,"$4,800,000.00 ","$5,261,404.00 ",St. Louis,Saint Louis,MO,Missouri,63110,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0159,29510118600,Metropolitan,2012,Multi-CDE Project,"$14,600,000.00 ","$45,643,552.00 ",St Louis,Saint Louis,MO,Missouri,63110,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
MO0160,29510125600,Metropolitan,2012,St. Louis Development Corporation,"$14,400,000.00 ","$34,263,815.00 ",St. Louis,Saint Louis,MO,Missouri,63102,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0161,29510113500,Metropolitan,2012,"Enterprise Financial CDE, LLC","$850,000.00 ","$850,000.00 ",St. Louis,Saint Louis,MO,Missouri,63110,Business Financing,NRE,NO,NO
MO0162,29510106600,Metropolitan,2012,"MBS Urban Initiatives CDE, LLC","$12,740,000.00 ","$13,782,791.00 ",St Louis,Saint Louis,MO,Missouri,63112,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0164,29510123100,Metropolitan,2012,Multi-CDE Project,"$7,800,000.00 ","$8,459,082.00 ",St Louis,Saint Louis,MO,Missouri,63104,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MO0165,29095017400,Metropolitan,2015,AltCap,"$7,546,000.00 ","$11,446,000.00 ",Kansas City,Kansas City,MO,Missouri,64138,Business Financing,NRE,NO,NO
MO0166,29510125600,Metropolitan,2012,Multi-CDE Project,"$14,760,000.00 ","$32,937,242.00 ",St. Louis,Saint Louis,MO,Missouri,63102,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MO0167,29510121200,Metropolitan,2009,"USBCDE, LLC","$4,950,000.00 ","$12,473,954.00 ",St Louis,Saint Louis,MO,Missouri,63106,Business Financing,NRE,NO,NO
MO0168,29189216300,Metropolitan,2011,St. Louis Development Corporation,"$12,000,000.00 ","$23,798,993.00 ",St. Louis,Saint Louis,MO,Missouri,63105,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MO0169,29183310502,Metropolitan,2013,Multi-CDE Project,"$16,290,910.00 ","$28,283,326.00 ",St. Charles,Saint Charles,MO,Missouri,63301,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
MO0170,29015460300,Non-Metropolitan,2013,Local Initiatives Support Corporation,"$7,237,500.00 ","$7,641,830.00 ",Warsaw,Warsaw,MO,Missouri,65355,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
